sr,rr,t,lm,bo,rem,nr,hr,sl
48.2,17.28,97.92,6.56,96.28,72.8,8.28,53.2,0
97.856,27.856,87.32,17.928,84.784,102.32,0.0,79.64,4
98.688,28.688,88.36,18.344,86.032,103.36,0.0,81.72,4
52.24,18.448,94.448,8.448,92.672,81.12,5.448,56.12,1
50.16,18.032,94.032,8.032,92.048,80.08,5.032,55.08,1
45.72,16.288,96.432,4.576,95.288,62.88,7.288,50.72,0
59.12,19.824,95.824,9.824,94.736,84.56,6.824,59.56,1
97.152,27.152,86.44,17.576,83.728,101.44,0.0,77.88,4
81.8,22.48,90.24,12.6,88.24,95.6,0.24,66.2,3
49.88,17.952,98.928,7.904,96.952,79.52,8.952,54.88,0
52.16,18.432,94.432,8.432,92.648,81.08,5.432,56.08,1
98.624,28.624,88.28,18.312,85.936,103.28,0.0,81.56,4
98.4,28.4,88.0,18.2,85.6,103.0,0.0,81.0,4
47.84,17.136,97.704,6.272,96.136,71.36,8.136,52.84,0
48.52,17.408,98.112,6.816,96.408,74.08,8.408,53.52,0
56.0,19.2,95.2,9.2,93.8,83.0,6.2,58.0,1
58.72,19.744,95.744,9.744,94.616,84.36,6.744,59.36,1
48.04,17.216,97.824,6.432,96.216,72.16,8.216,53.04,0
99.744,29.744,89.68,18.872,87.616,104.68,0.0,84.36,4
47.36,16.944,97.416,5.888,95.944,69.44,7.944,52.36,0
97.824,27.824,87.28,17.912,84.736,102.28,0.0,79.56,4
66.56,20.656,92.656,10.656,90.656,88.28,2.984,61.64,2
49.84,17.936,98.904,7.872,96.936,79.36,8.936,54.84,0
72.16,21.216,93.216,11.216,91.216,91.08,3.824,63.04,2
84.08,23.088,90.544,13.36,88.544,96.36,0.544,67.72,3
72.8,21.28,93.28,11.28,91.28,91.4,3.92,63.2,2
77.12,21.712,93.712,11.712,91.712,93.56,4.568,64.28,2
99.456,29.456,89.32,18.728,87.184,104.32,0.0,83.64,4
88.16,24.176,91.088,14.72,89.088,97.72,1.088,70.44,3
52.88,18.576,94.576,8.576,92.864,81.44,5.576,56.44,1
97.888,27.888,87.36,17.944,84.832,102.36,0.0,79.72,4
54.08,18.816,94.816,8.816,93.224,82.04,5.816,57.04,1
57.36,19.472,95.472,9.472,94.208,83.68,6.472,58.68,1
51.2,18.24,94.24,8.24,92.36,80.6,5.24,55.6,1
63.36,20.336,92.336,10.336,90.336,86.68,2.504,60.84,2
97.984,27.984,87.48,17.992,84.976,102.48,0.0,79.96,4
98.752,28.752,88.44,18.376,86.128,103.44,0.0,81.88,4
82.4,22.64,90.32,12.8,88.32,95.8,0.32,66.6,3
66.24,20.624,92.624,10.624,90.624,88.12,2.936,61.56,2
49.76,17.904,98.856,7.808,96.904,79.04,8.904,54.76,0
59.84,19.968,95.968,9.968,94.952,84.92,6.968,59.92,1
87.92,24.112,91.056,14.64,89.056,97.64,1.056,70.28,3
52.48,18.496,94.496,8.496,92.744,81.24,5.496,56.24,1
87.32,23.952,90.976,14.44,88.976,97.44,0.976,69.88,3
55.44,19.088,95.088,9.088,93.632,82.72,6.088,57.72,1
52.96,18.592,94.592,8.592,92.888,81.48,5.592,56.48,1
54.24,18.848,94.848,8.848,93.272,82.12,5.848,57.12,1
53.76,18.752,94.752,8.752,93.128,81.88,5.752,56.88,1
99.584,29.584,89.48,18.792,87.376,104.48,0.0,83.96,4
78.88,21.888,93.888,11.888,91.888,94.44,4.832,64.72,2
97.952,27.952,87.44,17.976,84.928,102.44,0.0,79.88,4
57.52,19.504,95.504,9.504,94.256,83.76,6.504,58.76,1
99.712,29.712,89.64,18.856,87.568,104.64,0.0,84.28,4
60.8,20.08,92.08,10.08,90.08,85.4,2.12,60.2,2
69.92,20.992,92.992,10.992,90.992,89.96,3.488,62.48,2
51.52,18.304,94.304,8.304,92.456,80.76,5.304,55.76,1
91.28,25.008,91.504,15.76,89.504,98.76,1.504,72.52,3
86.12,23.632,90.816,14.04,88.816,97.04,0.816,69.08,3
76.32,21.632,93.632,11.632,91.632,93.16,4.448,64.08,2
56.32,19.264,95.264,9.264,93.896,83.16,6.264,58.16,1
45.4,16.16,96.24,4.32,95.16,61.6,7.16,50.4,0
48.92,17.568,98.352,7.136,96.568,75.68,8.568,53.92,0
94.16,25.776,91.888,16.72,89.888,99.72,1.888,74.44,3
51.76,18.352,94.352,8.352,92.528,80.88,5.352,55.88,1
45.92,16.368,96.552,4.736,95.368,63.68,7.368,50.92,0
91.04,24.944,91.472,15.68,89.472,98.68,1.472,72.36,3
54.8,18.96,94.96,8.96,93.44,82.4,5.96,57.4,1
49.96,17.984,98.976,7.968,96.984,79.84,8.984,54.96,0
51.28,18.256,94.256,8.256,92.384,80.64,5.256,55.64,1
99.36,29.36,89.2,18.68,87.04,104.2,0.0,83.4,4
47.76,17.104,97.656,6.208,96.104,71.04,8.104,52.76,0
46.96,16.784,97.176,5.568,95.784,67.84,7.784,51.96,0
92.6,25.36,91.68,16.2,89.68,99.2,1.68,73.4,3
68.16,20.816,92.816,10.816,90.816,89.08,3.224,62.04,2
61.28,20.128,92.128,10.128,90.128,85.64,2.192,60.32,2
96.832,26.832,86.04,17.416,83.248,101.04,0.0,77.08,4
52.72,18.544,94.544,8.544,92.816,81.36,5.544,56.36,1
82.16,22.576,90.288,12.72,88.288,95.72,0.288,66.44,3
63.04,20.304,92.304,10.304,90.304,86.52,2.456,60.76,2
99.232,29.232,89.04,18.616,86.848,104.04,0.0,83.08,4
63.84,20.384,92.384,10.384,90.384,86.92,2.576,60.96,2
99.424,29.424,89.28,18.712,87.136,104.28,0.0,83.56,4
60.64,20.064,92.064,10.064,90.064,85.32,2.096,60.16,2
59.2,19.84,95.84,9.84,94.76,84.6,6.84,59.6,1
89.72,24.592,91.296,15.24,89.296,98.24,1.296,71.48,3
46.56,16.624,96.936,5.248,95.624,66.24,7.624,51.56,0
50.08,18.016,94.016,8.016,92.024,80.04,5.016,55.04,1
49.16,17.664,98.496,7.328,96.664,76.64,8.664,54.16,0
46.88,16.752,97.128,5.504,95.752,67.52,7.752,51.88,0
83.72,22.992,90.496,13.24,88.496,96.24,0.496,67.48,3
63.52,20.352,92.352,10.352,90.352,86.76,2.528,60.88,2
96.128,26.128,85.16,17.064,82.192,100.16,0.0,75.32,4
80.48,22.128,90.064,12.16,88.064,95.16,0.064,65.32,3
45.8,16.32,96.48,4.64,95.32,63.2,7.32,50.8,0
47.16,16.864,97.296,5.728,95.864,68.64,7.864,52.16,0
99.264,29.264,89.08,18.632,86.896,104.08,0.0,83.16,4
60.32,20.032,92.032,10.032,90.032,85.16,2.048,60.08,2
96.224,26.224,85.28,17.112,82.336,100.28,0.0,75.56,4
99.008,29.008,88.76,18.504,86.512,103.76,0.0,82.52,4
50.88,18.176,94.176,8.176,92.264,80.44,5.176,55.44,1
78.24,21.824,93.824,11.824,91.824,94.12,4.736,64.56,2
89.24,24.464,91.232,15.08,89.232,98.08,1.232,71.16,3
47.92,17.168,97.752,6.336,96.168,71.68,8.168,52.92,0
51.68,18.336,94.336,8.336,92.504,80.84,5.336,55.84,1
46.48,16.592,96.888,5.184,95.592,65.92,7.592,51.48,0
82.04,22.544,90.272,12.68,88.272,95.68,0.272,66.36,3
49.64,17.856,98.784,7.712,96.856,78.56,8.856,54.64,0
46.72,16.688,97.032,5.376,95.688,66.88,7.688,51.72,0
67.52,20.752,92.752,10.752,90.752,88.76,3.128,61.88,2
53.28,18.656,94.656,8.656,92.984,81.64,5.656,56.64,1
45.76,16.304,96.456,4.608,95.304,63.04,7.304,50.76,0
46.4,16.56,96.84,5.12,95.56,65.6,7.56,51.4,0
99.52,29.52,89.4,18.76,87.28,104.4,0.0,83.8,4
46.44,16.576,96.864,5.152,95.576,65.76,7.576,51.44,0
99.2,29.2,89.0,18.6,86.8,104.0,0.0,83.0,4
53.84,18.768,94.768,8.768,93.152,81.92,5.768,56.92,1
79.52,21.952,93.952,11.952,91.952,94.76,4.928,64.88,2
96.544,26.544,85.68,17.272,82.816,100.68,0.0,76.36,4
80.6,22.16,90.08,12.2,88.08,95.2,0.08,65.4,3
79.68,21.968,93.968,11.968,91.968,94.84,4.952,64.92,2
98.944,28.944,88.68,18.472,86.416,103.68,0.0,82.36,4
47.6,17.04,97.56,6.08,96.04,70.4,8.04,52.6,0
81.68,22.448,90.224,12.56,88.224,95.56,0.224,66.12,3
59.92,19.984,95.984,9.984,94.976,84.96,6.984,59.96,1
48.96,17.584,98.376,7.168,96.584,75.84,8.584,53.96,0
48.16,17.264,97.896,6.528,96.264,72.64,8.264,53.16,0
58.4,19.68,95.68,9.68,94.52,84.2,6.68,59.2,1
97.728,27.728,87.16,17.864,84.592,102.16,0.0,79.32,4
70.24,21.024,93.024,11.024,91.024,90.12,3.536,62.56,2
85.28,23.408,90.704,13.76,88.704,96.76,0.704,68.52,3
46.32,16.528,96.792,5.056,95.528,65.28,7.528,51.32,0
54.48,18.896,94.896,8.896,93.344,82.24,5.896,57.24,1
87.68,24.048,91.024,14.56,89.024,97.56,1.024,70.12,3
99.296,29.296,89.12,18.648,86.944,104.12,0.0,83.24,4
80.24,22.064,90.032,12.08,88.032,95.08,0.032,65.16,3
98.816,28.816,88.52,18.408,86.224,103.52,0.0,82.04,4
64.48,20.448,92.448,10.448,90.448,87.24,2.672,61.12,2
99.648,29.648,89.56,18.824,87.472,104.56,0.0,84.12,4
64.96,20.496,92.496,10.496,90.496,87.48,2.744,61.24,2
82.64,22.704,90.352,12.88,88.352,95.88,0.352,66.76,3
46.52,16.608,96.912,5.216,95.608,66.08,7.608,51.52,0
91.88,25.168,91.584,15.96,89.584,98.96,1.584,72.92,3
64.8,20.48,92.48,10.48,90.48,87.4,2.72,61.2,2
49.04,17.616,98.424,7.232,96.616,76.16,8.616,54.04,0
75.04,21.504,93.504,11.504,91.504,92.52,4.256,63.76,2
87.08,23.888,90.944,14.36,88.944,97.36,0.944,69.72,3
76.64,21.664,93.664,11.664,91.664,93.32,4.496,64.16,2
85.88,23.568,90.784,13.96,88.784,96.96,0.784,68.92,3
99.488,29.488,89.36,18.744,87.232,104.36,0.0,83.72,4
51.44,18.288,94.288,8.288,92.432,80.72,5.288,55.72,1
58.0,19.6,95.6,9.6,94.4,84.0,6.6,59.0,1
49.48,17.792,98.688,7.584,96.792,77.92,8.792,54.48,0
70.4,21.04,93.04,11.04,91.04,90.2,3.56,62.6,2
72.96,21.296,93.296,11.296,91.296,91.48,3.944,63.24,2
94.4,25.84,91.92,16.8,89.92,99.8,1.92,74.6,3
54.72,18.944,94.944,8.944,93.416,82.36,5.944,57.36,1
80.84,22.224,90.112,12.28,88.112,95.28,0.112,65.56,3
94.64,25.904,91.952,16.88,89.952,99.88,1.952,74.76,3
91.52,25.072,91.536,15.84,89.536,98.84,1.536,72.68,3
97.6,27.6,87.0,17.8,84.4,102.0,0.0,79.0,4
99.84,29.84,89.8,18.92,87.76,104.8,0.0,84.6,4
85.52,23.472,90.736,13.84,88.736,96.84,0.736,68.68,3
54.16,18.832,94.832,8.832,93.248,82.08,5.832,57.08,1
55.36,19.072,95.072,9.072,93.608,82.68,6.072,57.68,1
46.16,16.464,96.696,4.928,95.464,64.64,7.464,51.16,0
96.416,26.416,85.52,17.208,82.624,100.52,0.0,76.04,4
86.0,23.6,90.8,14.0,88.8,97.0,0.8,69.0,3
79.84,21.984,93.984,11.984,91.984,94.92,4.976,64.96,2
90.8,24.88,91.44,15.6,89.44,98.6,1.44,72.2,3
96.352,26.352,85.44,17.176,82.528,100.44,0.0,75.88,4
55.6,19.12,95.12,9.12,93.68,82.8,6.12,57.8,1
72.0,21.2,93.2,11.2,91.2,91.0,3.8,63.0,2
84.56,23.216,90.608,13.52,88.608,96.52,0.608,68.04,3
59.76,19.952,95.952,9.952,94.928,84.88,6.952,59.88,1
83.0,22.8,90.4,13.0,88.4,96.0,0.4,67.0,3
74.24,21.424,93.424,11.424,91.424,92.12,4.136,63.56,2
45.24,16.096,96.144,4.192,95.096,60.96,7.096,50.24,0
49.44,17.776,98.664,7.552,96.776,77.76,8.776,54.44,0
66.72,20.672,92.672,10.672,90.672,88.36,3.008,61.68,2
54.0,18.8,94.8,8.8,93.2,82.0,5.8,57.0,1
94.52,25.872,91.936,16.84,89.936,99.84,1.936,74.68,3
47.56,17.024,97.536,6.048,96.024,70.24,8.024,52.56,0
47.64,17.056,97.584,6.112,96.056,70.56,8.056,52.64,0
47.48,16.992,97.488,5.984,95.992,69.92,7.992,52.48,0
97.12,27.12,86.4,17.56,83.68,101.4,0.0,77.8,4
69.28,20.928,92.928,10.928,90.928,89.64,3.392,62.32,2
98.976,28.976,88.72,18.488,86.464,103.72,0.0,82.44,4
45.64,16.256,96.384,4.512,95.256,62.56,7.256,50.64,0
99.104,29.104,88.88,18.552,86.656,103.88,0.0,82.76,4
99.328,29.328,89.16,18.664,86.992,104.16,0.0,83.32,4
93.56,25.616,91.808,16.52,89.808,99.52,1.808,74.04,3
57.76,19.552,95.552,9.552,94.328,83.88,6.552,58.88,1
56.96,19.392,95.392,9.392,94.088,83.48,6.392,58.48,1
55.84,19.168,95.168,9.168,93.752,82.92,6.168,57.92,1
48.32,17.328,97.992,6.656,96.328,73.28,8.328,53.32,0
94.04,25.744,91.872,16.68,89.872,99.68,1.872,74.36,3
97.76,27.76,87.2,17.88,84.64,102.2,0.0,79.4,4
67.2,20.72,92.72,10.72,90.72,88.6,3.08,61.8,2
57.84,19.568,95.568,9.568,94.352,83.92,6.568,58.92,1
54.64,18.928,94.928,8.928,93.392,82.32,5.928,57.32,1
93.68,25.648,91.824,16.56,89.824,99.56,1.824,74.12,3
98.592,28.592,88.24,18.296,85.888,103.24,0.0,81.48,4
88.88,24.368,91.184,14.96,89.184,97.96,1.184,70.92,3
73.6,21.36,93.36,11.36,91.36,91.8,4.04,63.4,2
62.4,20.24,92.24,10.24,90.24,86.2,2.36,60.6,2
82.88,22.768,90.384,12.96,88.384,95.96,0.384,66.92,3
59.04,19.808,95.808,9.808,94.712,84.52,6.808,59.52,1
71.68,21.168,93.168,11.168,91.168,90.84,3.752,62.92,2
48.4,17.36,98.04,6.72,96.36,73.6,8.36,53.4,0
46.08,16.432,96.648,4.864,95.432,64.32,7.432,51.08,0
97.024,27.024,86.28,17.512,83.536,101.28,0.0,77.56,4
53.2,18.64,94.64,8.64,92.96,81.6,5.64,56.6,1
65.44,20.544,92.544,10.544,90.544,87.72,2.816,61.36,2
98.144,28.144,87.68,18.072,85.216,102.68,0.0,80.36,4
58.8,19.76,95.76,9.76,94.64,84.4,6.76,59.4,1
69.6,20.96,92.96,10.96,90.96,89.8,3.44,62.4,2
48.44,17.376,98.064,6.752,96.376,73.76,8.376,53.44,0
97.504,27.504,86.88,17.752,84.256,101.88,0.0,78.76,4
58.64,19.728,95.728,9.728,94.592,84.32,6.728,59.32,1
73.92,21.392,93.392,11.392,91.392,91.96,4.088,63.48,2
32.43868641555309,12.45117712020874,98.53612840175629,-2.009702980518341,96.98213827610016,48.495615273714066,7.80953049659729,32.25697457790375,0
97.25799828767776,28.503677368164062,89.42709773778915,17.106407821178436,93.67808771133423,104.82664614915848,1.3468279391527176,79.26129847764969,3
25.665939301252365,13.64462399482727,98.67719638347626,0.8545515835285187,96.91638749837875,55.24298094213009,7.2141610980033875,33.6674165725708,0
98.14282566308975,29.257063269615173,81.26198470592499,18.231354892253876,81.97433273878414,104.45346236228943,-0.5883748680353165,80.26972442865372,4
88.09222221374512,26.4811669588089,98.47424614429474,15.122326850891113,96.5339098572731,103.97255837917328,4.736554205417633,71.76524698734283,2
87.27941155433655,24.17525553703308,89.30299693346024,17.728768825531006,82.6548860296607,104.64116334915161,-1.7981051802635193,74.13872629404068,3
98.44049125909805,28.78217339515686,76.31222438812256,18.405420422554016,81.74547577090561,104.98557239770889,2.847119003534317,80.57381600141525,4
26.31515681743622,12.641423672437668,98.9538699388504,-5.462888836860657,96.95622366666794,55.80861356109381,8.605825245380402,25.943912863731384,0
99.69405680894852,27.645208954811096,87.84153094887733,18.770600497722626,92.08780866861343,104.98803734779358,1.6127916276454926,81.43058627843857,4
99.38269793987274,27.98052704334259,94.61529517173767,18.25556719303131,89.46462300419807,104.88686174154282,2.2408330142498016,82.02112883329391,3
73.27649742364883,16.630299597978592,98.72640144824982,4.574671719223261,96.9682953953743,102.96584755182266,6.496450245380402,47.939760610461235,1
82.3804259300232,22.737217783927917,98.87842762470245,12.030491769313812,96.94569689035416,97.08971500396729,7.104514539241791,55.130183547735214,1
99.61665064096451,29.486055493354797,83.00703236460686,18.816469848155975,93.62825852632523,104.99638706445694,4.210051596164703,83.93783450126648,4
66.18149042129517,17.9359390437603,98.85202848911285,1.3052404820919037,96.65261816978455,95.13227105140686,7.0723371505737305,50.76013238169253,1
78.56706082820892,15.76481719315052,91.55100399255753,11.132757753133774,94.50883132219315,94.62417483329773,2.621213972568512,67.70182579755783,2
79.15531426668167,24.149117588996887,97.16117119789124,13.332782924175262,96.4301325082779,103.61178249120712,3.888809323310852,74.38349574804306,2
62.55953937768936,8.58730697631836,98.76331651210785,-1.5835916101932526,96.99496638774872,76.60122826695442,8.52438747882843,58.77678424119949,0
98.9762270450592,28.59434950351715,75.83842349052429,18.636753797531128,81.70216698013246,104.99523907899857,1.4307608306407928,83.55058431625366,4
67.04840868711472,17.175401151180267,98.70558404922485,1.4676533788442612,96.62815821170807,100.94807803630829,6.3094359040260315,57.48960420489311,1
85.88567107915878,23.567646503448486,98.91683554649353,7.714032918214798,96.74789559841156,87.79534041881561,8.196583986282349,66.94135904312134,1
41.218881867825985,13.223942428827286,98.94153487682343,-0.6898357570171356,96.98522460460663,37.9510335624218,8.513079822063446,31.826056838035583,0
94.16068613529205,25.64049768447876,90.3823219537735,16.993719279766083,94.07282662391663,104.88340705633163,4.345741868019104,77.7104577422142,3
72.76032954454422,22.076701164245605,98.98158252239227,7.449807837605476,96.98551607131958,75.93835517764091,7.697026312351227,40.78927204012871,1
99.5047178864479,28.784371376037598,86.4015452414751,18.74063128232956,89.75214552879333,104.85900163650513,3.7341593205928802,81.65623188018799,4
79.66422736644745,23.95254349708557,95.60899782180786,15.47133320569992,93.49358838796616,104.17145490646362,5.972582101821899,75.39953827857971,2
97.23802715539932,28.601914763450623,91.70479506254196,17.71324062347412,94.28144079446793,104.9818468093872,3.6687810122966766,78.20470929145813,3
96.77128225564957,28.99503791332245,78.8248987197876,17.390986621379852,88.71127587556839,104.96293187141418,3.9452695548534393,82.11321204900742,4
96.0263741016388,24.122421383857727,82.24126759171486,17.960313200950623,91.1276627779007,104.9854651093483,6.359651148319244,80.75399160385132,3
68.46226617693901,11.010271728038788,98.08826267719269,-3.3405301570892334,96.99530524015427,80.67921727895737,8.356278419494629,37.40856945514679,0
85.07943004369736,23.317689180374146,98.85915064811707,9.675650388002396,96.96808797121048,103.64253401756287,7.964608311653137,69.52799201011658,1
58.536265939474106,18.93101105093956,96.25381064414978,14.737204551696777,93.99762642383575,100.30627906322479,5.552058935165405,66.21988266706467,2
96.6814711689949,28.752774357795715,79.88516414165497,17.871316611766815,79.89432108402252,104.98950988054276,2.0245693176984787,79.78175014257431,4
62.37313777208328,21.180601716041565,96.07854962348938,10.559430658817291,94.59770631790161,103.19304674863815,1.8226778358221054,70.12143641710281,2
25.951426178216934,5.962850213050842,97.8789654970169,-6.829451084136963,96.99247461557388,57.755017708987,7.724014163017273,31.277825832366943,0
96.90939843654633,26.57487154006958,98.58548200130463,13.101937711238861,95.56165289878845,104.30953234434128,6.953348994255066,77.64503359794617,2
98.72664362192154,26.983890414237976,90.37029147148132,18.659158289432526,93.5101769566536,104.99703079462051,5.064727306365967,81.67092472314835,3
98.87898415327072,27.762452960014343,79.13932055234909,18.827397167682648,88.53589606285095,104.997119307518,5.762944936752319,83.9032918214798,4
99.3869498372078,28.35441744327545,81.4948701262474,18.51176643371582,76.88186195492744,104.95162636041641,0.2522461339831352,79.48023498058319,4
94.0132400393486,20.57607811689377,88.30946034193039,17.16067785024643,90.0166819691658,104.98147666454315,5.432106792926788,80.58297842741013,3
99.29993838071823,29.30538547039032,80.22659969329834,17.393072485923767,80.74000504612923,104.97552752494812,-2.84544637799263,82.9297861456871,4
49.05636087059975,10.000022053718567,98.58885157108307,0.9512597471475601,96.98881250619888,46.797413527965546,8.11793303489685,33.257755786180496,0
70.98841279745102,14.206956833600998,98.78081858158112,-2.6535592079162598,96.98941957950592,65.88948056101799,8.482446312904358,46.5056362375617,0
99.64655488729477,29.0873122215271,88.38156542181969,18.714917838573456,92.57400017976761,104.98582452535629,5.1376190185546875,81.33399069309235,4
58.920777440071106,17.48674975335598,98.29824161529541,3.8350642202422023,96.5757657289505,101.0613477230072,8.099105536937714,45.3715505450964,1
97.73657113313675,24.93596887588501,90.95617020130157,17.701800107955933,93.59789681434631,104.90786880254745,1.9509370476007462,78.7728276848793,3
66.21648743748665,24.780195116996765,98.87475347518921,12.974511325359344,96.93941247463226,100.87625652551651,6.162850499153137,67.80373901128769,1
33.209228068590164,12.620976358652115,98.41010582447052,-1.385495275259018,96.94055062532425,42.118026316165924,7.762882590293884,30.717088282108307,0
99.37826246023178,28.91034972667694,85.20607943087816,18.718284904956818,87.2866080403328,104.99051034450531,3.3089924454689026,83.20449411869049,4
69.32114288210869,21.253561913967133,98.84439146518707,6.562254816293716,96.911570250988,90.16729295253754,8.559913873672485,58.059086948633194,1
87.19974666833878,15.973043738398701,98.94798028469086,8.79723945260048,96.97576177120209,91.6407510638237,7.161718547344208,56.588189005851746,1
97.61713117361069,27.415295481681824,89.12313967943192,18.224319458007812,95.89146000146866,104.99553948640823,1.5571359246969223,79.5076909661293,3
98.74094009399414,28.21721637248993,96.01697611808777,18.034457504749298,93.1356171965599,104.99372899532318,0.42901118472218513,79.78624790906906,3
63.31545263528824,16.940547540783882,98.5864474773407,10.141413301229477,96.84287619590759,97.47017830610275,0.13430166710168123,59.0122389793396,1
96.17707550525665,29.336848974227905,82.55980813503265,18.839772880077362,93.15802258253098,104.99818682670593,3.629244178533554,82.08155870437622,4
98.46777617931366,28.93601620197296,80.67475664615631,18.428103864192963,85.51331003010273,104.98481869697571,0.8093192204833031,83.18082451820374,4
84.03622686862946,17.061183750629425,98.81969964504242,10.374661326408386,96.93311196565628,95.13101041316986,7.695168614387512,64.45057585835457,1
74.74116623401642,21.154347360134125,98.61664342880249,10.60735547542572,96.93490904569626,95.82855641841888,8.45085096359253,49.94990149862133,1
97.80724704265594,27.419560432434082,82.5639218389988,15.25060260295868,92.68015486001968,104.61407572031021,4.749644994735718,77.13282853364944,3
56.27145119011402,19.44165337085724,90.18766754865646,14.890589356422424,95.36406171321869,103.90892565250397,1.2172549813985825,72.04503685235977,2
60.373918265104294,16.744379207491875,98.5090616941452,2.8269441574811935,96.91736739873886,100.327208340168,7.2436718344688416,65.41977152228355,1
90.50505101680756,25.75940978527069,98.68940043449402,16.0262411236763,96.80382144451141,104.61210161447525,7.795620024204254,74.04394567012787,2
99.34706002473831,27.63416564464569,88.80014538764954,18.189345240592957,86.20141577720642,104.97786104679108,1.1683155298233032,78.38719636201859,4
89.64018493890762,20.9055215716362,95.04278409481049,10.177858263254166,96.20408397912979,99.3175819516182,7.091610968112946,74.26199346780777,2
43.35765711963177,11.778859913349152,98.76780760288239,14.119533836841583,96.57891464233398,90.81417739391327,8.219226121902466,66.30344182252884,1
99.93041902780533,29.714869141578674,87.33851167559624,18.749313592910767,88.28881275653839,104.95735555887222,5.671028316020966,84.08597499132156,4
42.49960571527481,10.45804488658905,98.74696266651154,-0.922245591878891,96.96729135513306,51.39435835182667,8.370206594467163,50.539223151281476,0
97.99208164215088,28.35071575641632,91.2967220544815,17.773892521858215,81.13521602749825,104.86426144838333,1.0040045455098152,74.27056968212128,3
90.75752258300781,26.66012215614319,91.20323902368546,16.594754993915558,91.96061384677887,104.82105642557144,-0.13169083837419748,77.57870823144913,3
56.089815348386765,12.927291363477707,98.92306983470917,2.6031169444322586,96.9706968665123,36.949782371520996,7.164311170578003,25.324842035770416,0
65.36478519439697,23.893681168556213,92.50716030597687,16.095743417739868,94.66781032085419,102.22917079925537,5.691177606582642,78.88809025287628,2
93.32928448915482,24.644583702087402,79.71363860368729,17.09764415025711,82.34848016686738,104.73711401224136,2.2083878070116043,82.03363120555878,4
63.318407982587814,18.2248552441597,98.26400935649872,1.6451264321804047,96.78671967983246,82.97563076019287,3.268809199333191,56.87626928091049,1
88.93052458763123,10.751977682113647,98.54666936397552,7.2652246952056885,96.92080330848694,95.37782460451126,4.498614102602005,67.55099207162857,1
48.99848982691765,12.090831339359283,97.94921743869781,-3.37927109003067,96.97418731451035,27.69073247909546,6.951782584190369,32.6834300160408,0
77.2787293791771,18.884467512369156,98.81861984729767,8.292484819889069,96.94112819433212,90.4385957121849,7.572502613067627,67.86836415529251,1
98.92293244600296,27.284019112586975,77.58025908470154,17.94958883523941,84.99555875360966,104.97081488370895,-1.3114968091249466,81.00025475025177,4
73.4262153506279,22.790454983711243,97.97902202606201,10.96500301361084,96.9075648188591,100.54637432098389,7.412369906902313,64.58931505680084,1
57.8935631364584,9.902765572071075,98.9377589225769,3.608984161168337,96.99417066574097,39.2513832449913,6.619533598423004,32.61539086699486,0
87.91290163993835,26.598682165145874,94.1296089887619,15.507930159568787,89.70925164222717,104.55611050128937,2.5642832815647125,78.55277091264725,3
85.98225176334381,22.907919704914093,96.19612574577332,11.66889601945877,90.13346177339554,92.69547879695892,1.857313871383667,58.60103338956833,2
82.0596519112587,15.93272662255913,98.52662718296051,0.40596888959407806,96.98087674379349,53.0911573022604,8.489149689674377,33.796181827783585,0
